Origem;Data protocolo;Tipo de Tecnologia;Tema da Saúde;Demandante;Nome da tecnologia;Status;Indicação;Motivo da solicitação ;Data decisão
Interna;25/03/2015;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Ceftriaxona injetável (500 mg);Processo encerrado: decisão de incorporação no SUS;Sífilis em gestantes com alergia confirmada à penicilina;Incorporação;05/10/2015
Interna;25/03/2015;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Doxiciclina comprimidos (100 mg);Processo encerrado: decisão de incorporação no SUS;Sífilis;Incorporação;05/10/2015
Interna;25/03/2015;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Doxiciclina comprimidos (100 mg);Processo encerrado: decisão de incorporação no SUS;Donovanose;Incorporação;05/10/2015
Interna;25/03/2015;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Doxiciclina comprimidos (100 mg);Processo encerrado: decisão de incorporação no SUS;Doença inflamatória pélvica (DIP);Incorporação;05/10/2015
Interna;25/03/2015;Procedimento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Teste RPR;Processo encerrado: decisão de incorporação no SUS;Diagnóstico de sífilis;Incorporação;05/10/2015
Interna;25/03/2015;Procedimento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Teste TRUST;Processo encerrado: decisão de incorporação no SUS;Diagnóstico de sífilis;Incorporação;05/10/2015
Interna;25/03/2015;Procedimento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Teste EQL;Processo encerrado: decisão de incorporação no SUS;Diagnóstico de sífilis;Incorporação;05/10/2015
Interna;25/03/2015;Procedimento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Teste Elisa;Processo encerrado: decisão de incorporação no SUS;Diagnóstico de sífilis;Incorporação;05/10/2015
Interna;25/03/2015;Procedimento;Oncologia;Secretaria de Atenção à Saúde SAS/MS;Quimioterapia de carcinoma epidermoide de cabeça e pescoço;Processo encerrado: decisão de exclusão do SUS;Câncer de cabeça e pescoço;Exclusão;27/05/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimentos de Vigilância Sanitária Cadastro de indústrias de insumos farmacêuticos;Processo encerrado: decisão de incorporação no SUS;Cadastro de estabelecimento;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Cadastro de indústrias de produtos para a saúde;Processo encerrado: decisão de incorporação no SUS;Cadastro de estabelecimento;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Inspeção sanitária de indústrias de insumos farmacêuticos;Processo encerrado: decisão de incorporação no SUS;Cadastro de estabelecimento;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Inspeção sanitária de indústrias de produtos para a saúde;Processo encerrado: decisão de incorporação no SUS;Cadastro de estabelecimento;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Implementação de procedimentos harmonização em nível tripartite relacionados a inspeção em estabelecimentos fabricantes de medicamentos;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Implementação de procedimentos harmonização em nível tripartite relacionados a inspeção em estabelecimentos fabricantes de insumos farmacêuticos;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Implementação de procedimentos harmonização em nível tripartite relacionados a inspeção em estabelecimentos fabricantes de produtos para a saúde;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Envio de relatórios de inspeção de estabelecimentos fabricantes de medicamentos à ANVISA;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Envio de relatórios de inspeção de estabelecimentos fabricantes de insumos farmacêuticos à ANVISA;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Envio de relatórios de inspeção de estabelecimentos fabricantes de produtos para a Saúde à ANVISA;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Auditorias internas realizadas no departamento responsável pelas atividades de inspeção de estabelecimentos fabricantes de insumos farmacêuticos;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Auditorias internas realizadas no departamento responsável pelas atividades de inspeção de estabelecimentos fabricantes de produtos para a saúde;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;25/03/2015;Procedimento;Vigilância Sanitária;Agência Nacional de Vigilância Sanitária Anvisa;Procedimento de Vigilância Sanitária Auditorias internas realizadas no departamento responsável pelas atividades de inspeção de estabelecimentos fabricantes de medicamentos;Processo encerrado: decisão de incorporação no SUS;Sistema de gestão da qualidade;Incorporação;18/09/2015
Interna;30/03/2015;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Sofosbuvir;Processo encerrado: decisão de incorporação no SUS;Hepatite viral C crônica;Incorporação;23/06/2015
Interna;06/05/2015;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Everolimo;Processo encerrado: decisão de incorporação no SUS;Imunossupressão em transplante hepático em adultos;Incorporação;30/09/2015
Interna;06/05/2015;Medicamento;Cardiovascular;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Everolimo;Processo encerrado: decisão de incorporação no SUS;Imunossupressão em transplante cardíaco;Incorporação;30/09/2015
Interna;06/05/2015;Medicamento;Cardiovascular;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Sirolimo;Processo encerrado: decisão de incorporação no SUS;Imunossupressão em transplante cardíaco;Incorporação;30/09/2015
Interna;06/05/2015;Medicamento;Cardiovascular;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Tacrolimo;Processo encerrado: decisão de incorporação no SUS;Imunossupressão em transplante cardíaco;Incorporação;30/09/2015
Interna;11/06/2015;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Betainterferona 1A 6.000.000 UI (30 mcg);Processo encerrado: decisão de exclusão do SUS;Tratamento da esclerose múltipla remitenterecorrente (EMRR);Restrição de Uso;08/07/2016
Interna;11/06/2015;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Boceprevir;Processo encerrado: decisão de exclusão do SUS;Tratamento da hepatite C;Exclusão;27/05/2016
Interna;11/06/2015;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Telaprevir;Processo encerrado: decisão de exclusão do SUS;Tratamento da hepatite C;Exclusão;27/05/2016
Interna;11/06/2015;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Quimioprofilaxia (Rifampicina);Processo encerrado: decisão de incorporação no SUS;Quimioprofilaxia de contatos de doentes de hanseníase com rifampicina em dose única;Incorporação;01/07/2015
Interna;17/06/2015;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Pentoxifilina 400mg em associação ao antimonial;Processo encerrado: decisão de incorporação no SUS;Leishmaniose tegumentar mucosa;Incorporação;20/11/2015
Interna;08/07/2015;Medicamento;Oftalmologia;Secretaria de Atenção à Saúde SAS/MS;Bevacizumabe;Processo encerrado: a pedido do demandante;Edema macular diabético;Incorporação;
Interna;08/07/2015;Medicamento;Oftalmologia;Secretaria de Atenção à Saúde SAS/MS;Ranibizumabe;Processo encerrado: a pedido do demandante;Edema macular diabético;Incorporação;
Interna;02/07/2015;Procedimento;Hepatologia;Secretaria de Vigilância em Saúde SVS/MS;Elastografia ultrassônica hepática;Processo encerrado: decisão de incorporação no SUS;Diagnóstico da fibrose hepática;Incorporação;30/09/2015
Interna;05/08/2015;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Ritonavir cápsula mole termolábil;Processo encerrado: decisão de exclusão do SUS;HIV/AIDS (PVHA);Exclusão;30/09/2015
Interna;05/08/2015;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Zidovudina;Processo encerrado: decisão de incorporação no SUS;Leucemia/linfoma de células T associado ao HTLV1;Incorporação;30/09/2015
Interna;05/08/2015;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Everolimo;Processo encerrado: decisão de incorporação no SUS;Imunossupressores para transplantes pulmonares;Incorporação;18/01/2016
Interna;05/08/2015;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Sirolimo;Processo encerrado: decisão de incorporação no SUS;Imunossupressores para transplantes pulmonares;Incorporação;18/01/2016
Interna;05/08/2015;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Tacrolimo;Processo encerrado: decisão de incorporação no SUS;Imunossupressores para transplantes pulmonares;Incorporação;18/01/2016
Interna;20/08/2015;Medicamento;Toxicologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Hidroxocobalamina 5g injetável;Processo encerrado: decisão de incorporação no SUS;Tratamento de intoxicações por cianeto;Incorporação;29/01/2016
Interna;06/11/2015;Medicamento;Cardiovascular;Hospital das Clínicas da Faculdade de Medicina da USP INCOR;Cloridrato de ivabradina;Processo encerrado: decisão de não incorporação no SUS;Insuficiência cardíaca crônica moderada a grave em indivíduos com frequência cardíaca ?70 bpm e que toleram menos de 50% da dose alvo recomendada de agentes betabloqueadores;Incorporação;27/05/2016
Interna;09/11/2015;Medicamento;Psiquiatria;Secretaria de Atenção à Saúde SAS/MS;Risperidona;Processo encerrado: decisão de incorporação no SUS;Comportamento agressivo em adultos com transtorno do espectro do autismo (TEA);Incorporação;14/01/2016
Interna;04/12/2015;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Molgramostrim 300 mcg;Processo encerrado: decisão de exclusão do SUS;Anemia aplástica;Exclusão;14/01/2016
Interna;04/12/2015;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Molgramostim 300 mcg;Processo encerrado: decisão de exclusão do SUS;Mielodisplasia;Exclusão;14/01/2016
Interna;04/12/2015;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Molgramostim 300 mcg;Processo encerrado: decisão de exclusão do SUS;Neutropenias constitucionais;Exclusão;14/01/2016
Interna;04/12/2015;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Molgramostim 300 mcg;Processo encerrado: decisão de exclusão do SUS;Doença pelo HIV;Exclusão;14/01/2016
Interna;04/12/2015;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Molgramostim 300 mcg;Processo encerrado: decisão de exclusão do SUS;Transplante de medula ou pâncreas;Exclusão;14/01/2016
Interna;05/12/2015;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Pancrelipase 4.500 UI;Processo encerrado: decisão de exclusão do SUS;Insuficiência pancreática exócrina e na fibrose cística com manifestações intestinais;Exclusão;14/01/2016
Interna;06/12/2015;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Pancrelipase 12.000 UI;Processo encerrado: decisão de exclusão do SUS;Insuficiência pancreática exócrina e na fibrose cística com manifestações intestinais;Exclusão;14/01/2016
Interna;07/12/2015;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Pancrelipase 18.000 UI;Processo encerrado: decisão de exclusão do SUS;Insuficiência pancreática exócrina e na fibrose cística com manifestações intestinais;Exclusão;14/01/2016
Interna;08/12/2015;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Pancrelipase 20.000 UI;Processo encerrado: decisão de exclusão do SUS;Insuficiência pancreática exócrina e na fibrose cística com manifestações intestinais;Exclusão;14/01/2016
Interna;10/12/2015;Medicamento;Saúde da Mulher;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Medicamento fitoterápico Zingiber officinale Roscoe;Processo encerrado: a pedido do demandante;Prevenção e tratamento das náuseas e vômitos da gravidez;Incorporação;
Interna;17/12/2015;Medicamento;Psiquiatria;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Medicamento fitoterápico Folhas de Passiflora incarnata L.;Processo encerrado: a pedido do demandante;Ansiolítico e indutor do sono;Incorporação;
Interna;17/12/2015;Medicamento;Cardiologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Medicamento fitoterápico Allium sativum L.;Processo encerrado: a pedido do demandante;Hipercolesterolemia;Incorporação;
Interna;29/03/2016;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Clozapina;Processo encerrado: decisão de incorporação no SUS;Psicose associada à doença de Parkinson;Incorporação;06/06/2016
Interna;31/03/2016;Procedimento;Oftalmologia;Secretaria de Atenção à Saúde SAS/MS;Crosslinking corneano;Processo encerrado: decisão de incorporação no SUS;Ceratocone;Incorporação;20/09/2016
Interna;22/04/2016;Procedimento;Oncologia;Secretaria de Vigilância em Saúde SVS/MS;Western Blot e PCR em tempo real;Processo encerrado: decisão de incorporação no SUS;Leucemia/linfoma de células T do adulto associado ao HTLV1;Incorporação;06/06/2016
Interna;23/04/2016;Procedimento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Procedimentos 06.04.25.0010 filgrastim 300 mcg injetavel (por frasco ampola ou seringa preenchida);Processo encerrado: decisão de exclusão do SUS;CID B171 da hepatite aguda C e B182 hepatite viral crônica ;Exclusão;27/05/2016
Interna;24/04/2016;Procedimento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Procedimento 06.04.47.0053 alfaepoetina 10.000 UI injetavel (por frascoampola);Processo encerrado: decisão de exclusão do SUS;CID B171 da hepatite aguda C e B182 hepatite viral crônica ;Exclusão;27/05/2016
Interna;11/05/2016;Medicamento;Otorrinolaringologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Medicamentos tópicos (associação de sulfato de polimixina B 10.000 UI, sulfato de neomicina 3,5 mg/mL, fluocinolona acetonida 0,25 mg/mL e cloridrato de lidocaína 20 mg/mL, apresentada em frasco com 5 mL);Processo encerrado: decisão de incorporação no SUS;Otite externa aguda;Incorporação;24/03/2017
Interna;22/06/2016;Procedimento;Gastroenterologia;Secretaria de Atenção à Saúde SAS/MS;Cirurgia bariátrica por videolaparoscopia;Processo encerrado: decisão de incorporação no SUS;Procedimento cirúrgico de gastroplastia com derivação intestinal por laparoscopia para o tratamento de obesidade grave e mórbida;Incorporação;01/02/2017
Interna;20/06/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Alfapeginterferona 2a;Processo encerrado: decisão de incorporação no SUS;Hepatite crônica viral B sem agente delta, compatibilizando o código B18.1 da CID10 com os respectivos procedimentos da Tabela do SUS;Ampliação de Uso;07/12/2016
Interna;20/06/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Alfapeginterferona 2b;Processo encerrado: decisão de incorporação no SUS;Tratamento da hepatite crônica viral B sem agente delta, compatibilizando o código B18.1 da CID10 com os respectivos procedimentos da Tabela do SUS;Ampliação de Uso;07/12/2016
Interna;20/06/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Tenofovir 300 mg;Processo encerrado: decisão de incorporação no SUS;Tratamento da hepatite crônica viral B sem agente delta, compatibilizando o código B18.1 da CID10 com os respectivos procedimentos da Tabela do SUS;Ampliação de Uso;07/12/2016
Interna;20/06/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Entecavir;Processo encerrado: decisão de incorporação no SUS;Tratamento da hepatite crônica viral B sem agente delta, compatibilizando o código B18.1 da CID10 com os respectivos procedimentos da Tabela do SUS;Ampliação de Uso;07/12/2016
Interna;20/06/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Alfainterferona 2b injetável (3.000.000 UI);Processo encerrado: decisão de exclusão do SUS;Hepatite viral B com agente Delta (código B18.0) e Hepatite viral B sem agente Delta (código B18.1);Exclusão;07/12/2016
Interna;20/06/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Alfainterferona 2b injetável (5.000.000 UI);Processo encerrado: decisão de exclusão do SUS;Hepatite viral B com agente Delta (código B18.0) e Hepatite viral B sem agente Delta (código B18.1);Exclusão;07/12/2016
Interna;20/06/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Alfainterferona 2b injetável (10.000.000 UI);Processo encerrado: decisão de exclusão do SUS;Hepatite viral B com agente Delta (código B18.0) e Hepatite viral B sem agente Delta (código B18.1);Exclusão;07/12/2016
Interna;20/06/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Adefovir;Processo encerrado: decisão de exclusão do SUS;Hepatite B crônica e coinfecções;Exclusão;07/12/2016
Interna;15/07/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Miltefosina;Processo encerrado: decisão de incorporação no SUS;Leishmaniose tegumentar em primeira linha de tratamento;Incorporação;31/10/2018
Interna;08/08/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Etravirina 200 mg;Processo encerrado: decisão de incorporação no SUS;Infecção pelo HIV;Incorporação;14/03/2017
Interna;26/08/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Dolutegravir;Processo encerrado: decisão de incorporação no SUS;Infecção pelo HIV;Ampliação de Uso;06/10/2016
Interna;26/08/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Darunavir;Processo encerrado: decisão de incorporação no SUS;Infecção pelo HIV;Ampliação de Uso;06/10/2016
Interna;14/09/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Tenofovir + emtricitabina;Processo encerrado: decisão de incorporação no SUS;Profilaxia préexposição (PrEP) para populações sob maior risco de adquirir o vírus da imunodeficiência humana (HIV);Incorporação;29/05/2017
Interna;15/09/2016;Produto;Endocrinologia;Conselho Nacional de Secretários Municipais de Saúde CONASEMS;Caneta para injeção de insulina humana NPH e insulina humana regular;Processo encerrado: decisão de incorporação no SUS;Diabete mellitus;Incorporação;14/03/2017
Interna;30/07/2016;Procedimento;Oncologia;Secretaria de Atenção à Saúde SAS/MS;Excisão tipo 2 do colo uterino;Processo encerrado: decisão de incorporação no SUS;Retirada da zona de transformação ectocervical e parcialmente endocervical;Incorporação;01/12/2016
Interna;19/10/2016;Medicamento;Otorrinolaringologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Cloridrato de xilometazolina 1 mg/mL solução nasal;Processo encerrado: decisão de não incorporação no SUS;Pacientes com rinossinusite aguda;Incorporação;20/12/2017
Interna;16/11/2016;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Doxiciclina (100 mg comprimido);Processo encerrado: decisão de incorporação no SUS;Tratamento da brucelose humana;Ampliação de Uso;14/03/2017
Interna;17/11/2016;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Sulfato de estreptomicina 1 g pó para solução injetável;Processo encerrado: decisão de incorporação no SUS;Tratamento da brucelose humana;Ampliação de Uso;14/03/2017
Interna;18/11/2016;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Rifampicina 300 mg cápsula;Processo encerrado: decisão de incorporação no SUS;Tratamento da brucelose humana;Ampliação de Uso;14/03/2017
Interna;19/11/2016;Medicamento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Rifampicina 20 mg/ml suspensão;Processo encerrado: decisão de incorporação no SUS;Tratamento da brucelose humana;Ampliação de Uso;14/03/2017
Interna;21/11/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Antirretrovirais (ARV) Fosamprenavir (FPV) 700m;Processo encerrado: decisão de exclusão do SUS;Arsenal terapêutico de antirretrovirais para tratamento do HIV/Aids;Exclusão;23/12/2016
Interna;21/11/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Antirretrovirais (ARV) Didanosina Entérica (ddI EC) 250mg;Processo encerrado: decisão de exclusão do SUS;Arsenal terapêutico de antirretrovirais para tratamento do HIV/Aids;Exclusão;23/12/2016
Interna;21/11/2016;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Antirretrovirais (ARV) Didanosina Entérica (ddI EC) 400mg;Processo encerrado: decisão de exclusão do SUS;Arsenal terapêutico de antirretrovirais para tratamento do HIV/Aids;Exclusão;23/12/2016
Interna;21/11/2016;Procedimento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Exame para tipificação do alelo HLAB;Processo encerrado: decisão de incorporação no SUS;Pessoas vivendo com HIV/Aids (PVHA) com indicação de uso do antirretroviral Abacavir (ABC);Ampliação de Uso;23/12/2016
Interna;08/12/2016;Procedimento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Genótipo 3 com com cirrose, para 24 semanas;Processo encerrado: decisão de incorporação no SUS;Ampliar o tempo de tratamento nos casos de hepatite C Genótipo 3 com cirrose hepática;Ampliação de Uso;24/04/2017
Interna;30/11/2016;Procedimento;Angiologia;Gabinete do Ministro de Estado da Saúde GM/MS;Escleroterapia Não estética;Processo encerrado: decisão de incorporação no SUS;Varizes de membros inferiores;Incorporação;01/02/2017
Interna;22/12/2016;Procedimento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Artemeter 80 mg/ml;Processo encerrado: decisão de exclusão do SUS;Tratamento da malária grave;Exclusão;11/10/2017
Interna;04/01/2017;Procedimento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Podofilina 100 mg/mL;Processo encerrado: decisão de não exclusão do SUS;Verrugas anogenitais causadas pela infecção por papilomavírus (HPV);Exclusão;28/11/2018
Interna;04/01/2017;Procedimento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Podofilotoxina 1,5 g/mg;Processo encerrado: decisão de incorporação no SUS;Verrugas anogenitais causadas pela infecção por vírus papiloma humano (HPV);Incorporação;28/11/2018
Interna;04/01/2017;Procedimento;Infectologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Imiquimode 50 mg/g creme;Processo encerrado: decisão de incorporação no SUS;Verrugas anogenitais causadas pela infecção por vírus papiloma humano (HPV);Incorporação;28/11/2018
Interna;26/01/2017;Procedimento;Infectologia/Dermatologista;Secretaria de Vigilância em Saúde SVS/MS;Claritromicina;Processo encerrado: a pedido do demandante;Hanseníase em pacientes adultos com intolerância ao esquema padrão de poliquimioterapia;Ampliação de Uso;
Interna;16/02/2017;Procedimento;Cardiologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Fechamento percutâneo de comunicação interatrial;Processo encerrado: decisão de incorporação no SUS;Procedimento para fechamento percutâneo de comunicação interatrial septal com dispositivo intracardíaco;Incorporação;13/11/2018
Interna;06/03/2017;Medicamento;Infectologia/Neurologia;Secretaria Estadual de Saúde de Pernambuco SES/PE;Levetiracetam;Processo encerrado: decisão de incorporação no SUS;Tratamento de convulsões em pacientes com microcefalia;Incorporação;04/09/2017
Interna;16/02/2017;Medicamento;Infectologia/Dermatologista;Secretaria de Vigilância em Saúde SVS/MS;Cloridrato de moxifloxacino;Processo encerrado: a pedido do demandante;Hanseníase dos casos de resistência à rifampicina do esquema (PQT/OMS);Ampliação de Uso;
Interna;01/03/2017;Produto;Imunologia;Secretaria de Atenção à Saúde SAS/MS;Fórmula extensamente hidrolisada;Processo encerrado: decisão de incorporação no SUS;Crianças com alergia à proteína do leite de vaca;Incorporação;26/11/2018
Interna;01/03/2017;Produto;Imunologia;Secretaria de Atenção à Saúde SAS/MS;Fórmula a base de soja;Processo encerrado: decisão de incorporação no SUS;Crianças com alergia à proteína do leite de vaca;Incorporação;26/11/2018
Interna;01/03/2017;Produto;Imunologia;Secretaria de Atenção à Saúde SAS/MS;Fórmula de aminoácidos;Processo encerrado: decisão de incorporação no SUS;Crianças com alergia à proteína do leite de vaca;Incorporação;26/11/2018
Interna;08/03/2017;Produto;Oncologia;Secretaria de Atenção à Saúde SAS/MS;Laserterapia;Processo encerrado: a pedido do demandante;Mucosite oral;Incorporação;
Interna;21/03/2017;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Trastuzumabe;Processo encerrado: decisão de incorporação no SUS;Câncer de mama HER2positivo metastático em primeira linha de tratamento;Incorporação;03/08/2017
Interna;06/03/2017;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Cloridrato de doxiciclina 100 mg;Processo encerrado: a pedido do demandante;Malária;Exclusão;
Interna;04/04/2017;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Bedaquilina;Processo encerrado: a pedido do demandante;Tuberculose drogarresistente (TB DR);Incorporação;
Interna;27/03/2017;Medicamento;Pneumologia;Secretaria de Atenção à Saúde SAS/MS;Ventilação mecânica invasiva domiciliar;Processo encerrado: decisão de incorporação no SUS;Insuficiência respiratória crônica;Incorporação;26/11/2018
Interna;19/04/2017;Produto;Oncologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Implantação endoscópica da prótese esofageana;Processo encerrado: decisão de incorporação no SUS;Tratamento disfagia decorrente dos tumores esofágicos avançados e obstrutivos;Incorporação;29/03/2018
Interna;02/05/2017;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Estimulação elétrica do nervo vago;Processo encerrado: decisão de incorporação no SUS;Terapia adjuvante ao tratamento farmacológico em crianças e adultos com epilepsia focal ou generalizada refratária a pelo menos dois esquemas com medicamentos anticonvulsivantes para epilepsia;Incorporação;12/09/2018
Interna;02/05/2017;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Laronidase;Processo encerrado: decisão de incorporação no SUS;Terapia de reposição enzimática na mucopolissacaridose tipo I;Incorporação;04/09/2017
